CPF,Nome Completo,Profissão,Trabalha com Carteira Assinada,Idade,Localização,Renda Mensal,Estado Civil,Número de Dependentes,Score de Crédito,Inadimplência Anterior,Valor Total do Crédito em Aberto,Tipo de Crédito Utilizado Anteriormente,Valor da Compra a Crédito,Número de Parcelas,Taxa de Juros Mensal (%),Taxa de Juros Anual (%),Percentual de Entrada (%),Valor da Entrada,Compra com Entrada,Tipo de Produto ou Serviço Adquirido,Data da Compra,Data de Entrega,Data da Última Compra,Data da Próxima Parcela,Número de Compras a Crédito Anteriores,Montante Total Já Financiado,Percentual de Comprometimento de Renda (%),Status do Pagamento Atual,Canal de Aquisição,Comentários e Histórico de Interações
710.986.253-40,Dr. André da Costa,Taxidermista/Embalsamador,False,23,da Mata do Campo,3248,Casado,0,457,False,6493.86,Imobiliário,40944.46,6,1.83,12.56,40,909.79,False,Ferramentas,2024-08-16,2024-11-05,2023-12-04,2024-12-12,8,61521.64,13.61,Em dia,Telefone,Ducimus officia architecto expedita eveniet provident molestias doloribus.
239.574.810-23,Bianca Sales,Intérprete de Bíblias,True,37,Moraes da Serra,2234,Casado,0,747,False,24503.4,Pessoal,8158.38,6,1.18,18.0,10,9749.79,False,Ferramentas,2022-01-19,2024-11-24,2023-01-15,2024-12-10,7,8838.04,31.21,Em dia,Presencial,Voluptates neque nihil quis cum culpa id consequuntur iusto.
209.534.871-05,Sr. Renan Oliveira,Museólogo,True,66,Fernandes do Amparo,2497,Divorciado,4,710,False,3127.28,Veículo,37693.57,48,2.11,32.22,40,7417.42,True,Ferramentas,2022-12-03,2024-12-03,2022-01-06,2024-12-10,14,33098.95,14.51,Atrasado,Online,Ex aliquam placeat molestiae eaque incidunt molestias non dignissimos repellendus quod ab.
560.419.723-80,Luiz Henrique Almeida,Estofador,True,25,da Mata,6256,Casado,4,423,False,47654.44,Veículo,22796.31,6,0.59,35.05,0,6915.87,True,Eletrônicos,2024-05-02,2024-11-08,2023-02-06,2024-11-07,8,91468.46,34.22,Em dia,Online,Exercitationem culpa repudiandae debitis quidem inventore nam officia ducimus architecto fuga qui.
953.781.206-59,Ana Porto,Salgadeira,True,51,Nunes do Oeste,8227,Divorciado,1,597,False,16701.55,Veículo,8756.3,6,1.66,12.94,0,6145.15,True,Eletrodomésticos,2022-05-06,2024-11-28,2021-06-25,2024-12-22,12,92255.96,16.16,Renegociado,Telefone,Cum commodi maxime velit incidunt voluptas.
127.395.064-06,Maria Luiza Castro,Amolador de ferramentas,True,37,Monteiro,19495,Divorciado,2,791,False,12834.4,Veículo,20067.38,6,2.27,31.33,20,1460.03,True,Eletrônicos,2024-10-24,2024-11-25,2022-07-27,2024-12-25,20,91499.97,21.8,Em dia,Telefone,Rem iusto deleniti totam modi natus.
436.279.805-65,Enrico da Mota,Conferente de expedição,True,62,Mendes,14511,Solteiro,2,478,True,32459.07,Veículo,5736.52,12,1.79,19.59,0,4972.19,False,Móveis,2024-01-16,2024-11-27,2022-06-14,2024-11-30,4,32020.28,18.39,Em dia,Telefone,Commodi quam ab itaque repudiandae nam quaerat cumque laborum labore iste quia.
082.193.547-04,Pietra Viana,Instalador de linha telefônica,True,20,Castro de Souza,4975,Solteiro,2,475,True,47657.26,Imobiliário,7593.69,6,0.8,32.52,30,6327.68,True,Móveis,2023-12-07,2024-12-04,2023-03-29,2024-12-12,15,59812.05,48.96,Renegociado,Telefone,Blanditiis quis eos eum possimus laboriosam magnam.
756.182.903-59,Noah Nascimento,Arquivista,True,32,Aragão do Norte,11298,Casado,2,654,True,45537.82,Imobiliário,46945.11,6,2.63,21.88,30,9016.55,False,Eletrônicos,2022-08-02,2024-12-02,2021-05-14,2024-12-29,1,54330.09,10.03,Atrasado,Telefone,Dicta quos aperiam ipsam assumenda asperiores repudiandae quaerat eius deserunt.
319.578.602-86,João Felipe da Rocha,Estatístico,False,18,Moura,1728,Viúvo,4,611,False,30522.68,Veículo,36682.13,24,1.85,9.38,0,1258.39,True,Eletrodomésticos,2023-10-07,2024-11-16,2021-11-06,2024-12-06,3,3233.81,19.69,Em dia,Presencial,Laborum suscipit vitae expedita omnis sed porro ipsum iusto.
790.315.684-57,Renan Alves,Cobaia Médica,True,58,da Cunha,7400,Divorciado,4,819,False,9346.3,Pessoal,10660.3,6,2.4,31.74,30,9167.54,True,Móveis,2023-02-03,2024-11-20,2022-08-08,2024-11-06,16,9773.86,29.07,Atrasado,Telefone,Rerum quos temporibus vel perspiciatis nesciunt labore fugiat quae ipsa quo illo iste.
527.918.406-30,Dr. Anthony Jesus,Psicomotricista,True,34,Souza,17264,Divorciado,1,758,False,48470.24,Veículo,30491.0,36,1.37,16.96,0,7274.17,True,Eletrônicos,2022-07-15,2024-12-03,2021-06-24,2025-01-03,18,52183.7,31.86,Renegociado,Telefone,Aliquam non perspiciatis minima doloremque enim eaque accusantium quae.
208.917.356-40,Luiz Fernando Costa,Almirante,True,32,Almeida,9040,Casado,3,460,True,49302.66,Imobiliário,11018.5,36,0.75,9.56,0,2674.53,True,Eletrodomésticos,2022-01-05,2024-11-15,2024-03-28,2024-12-06,19,73812.02,28.48,Atrasado,Telefone,Cum reprehenderit eligendi consequuntur perferendis placeat facilis.
253.941.860-06,Sra. Milena Ramos,Caldeireiro,True,37,Nogueira da Mata,14171,Casado,3,335,False,12452.27,Pessoal,36059.82,6,2.05,32.02,20,7293.55,True,Móveis,2023-01-29,2024-11-26,2021-12-28,2024-12-22,8,81305.86,13.62,Atrasado,Presencial,Numquam vero delectus saepe neque quis doloribus numquam accusamus accusantium possimus.
167.894.352-55,Júlia Moraes,Regente,False,20,Moura,2744,Solteiro,1,693,False,45152.21,Imobiliário,32764.19,48,2.29,14.73,40,8531.02,True,Móveis,2024-05-26,2024-11-17,2023-01-08,2024-12-02,15,52187.63,49.3,Em dia,Telefone,Perferendis in quis ex ratione nesciunt assumenda velit alias praesentium aliquam id.
063.127.859-12,Dr. Luiz Henrique Melo,Diretor de cinema,False,28,da Luz,15463,Solteiro,0,714,True,34452.47,Parcelamento em Loja,25557.35,6,1.4,33.15,10,3755.82,False,Eletrônicos,2023-04-03,2024-11-19,2021-10-24,2024-11-30,9,50537.7,49.97,Atrasado,Telefone,In adipisci adipisci illo natus quaerat pariatur.
906.873.512-86,Davi Ramos,Florista,True,29,Sales,14637,Casado,1,445,False,10606.03,Imobiliário,30903.37,48,0.92,26.8,30,8303.61,True,Móveis,2023-08-29,2024-11-06,2022-03-19,2024-11-26,5,59259.2,23.75,Atrasado,Presencial,Tenetur nisi sint ullam dignissimos et magni quae facere tempora nobis.
719.380.425-14,Isadora da Luz,Paparazzo,False,35,Teixeira,8904,Solteiro,3,392,False,8085.55,Pessoal,28634.3,6,1.47,8.82,10,5523.75,False,Eletrônicos,2022-04-24,2024-11-16,2022-06-02,2024-11-05,13,43743.1,43.69,Renegociado,Presencial,Eligendi illo necessitatibus repellendus fugit voluptas quae.
325.810.476-07,Maria Vitória da Cruz,Urologista,True,38,Monteiro,6987,Viúvo,0,748,False,26000.15,Veículo,2140.67,6,2.2,32.79,0,9867.03,False,Móveis,2024-10-06,2024-12-03,2023-08-29,2024-11-23,20,69889.53,45.12,Atrasado,Telefone,Voluptates harum eligendi rerum repellat ad dignissimos velit veniam possimus repellendus.
270.361.584-17,Larissa Nascimento,Paisagista,True,60,da Costa,2000,Solteiro,1,797,False,4834.55,Imobiliário,30526.74,12,1.46,25.4,30,9967.0,True,Eletrônicos,2022-07-03,2024-11-17,2021-01-20,2024-12-04,3,85203.52,16.14,Renegociado,Presencial,Incidunt corporis maxime est molestiae eaque suscipit temporibus voluptates libero consectetur.
701.352.894-32,Rafael Pinto,Profissional de relações públicas,False,41,da Luz dos Dourados,1520,Solteiro,1,539,False,48116.21,Pessoal,37866.42,12,0.64,8.12,10,4888.36,False,Móveis,2022-03-04,2024-11-24,2022-05-27,2024-11-16,15,74644.95,22.72,Atrasado,Telefone,Aliquam alias sunt perferendis consequuntur molestias.
483.650.279-92,Esther Castro,Turismólogo,True,48,Santos,14353,Divorciado,3,403,False,29715.45,Veículo,32970.0,6,2.55,10.33,40,8615.84,True,Eletrodomésticos,2022-09-10,2024-11-17,2022-03-01,2024-12-24,4,36955.66,10.99,Em dia,Telefone,Assumenda pariatur fugiat accusantium assumenda ad.
850.732.946-29,Calebe Carvalho,Ginasta rítmica,True,48,Pires,2863,Viúvo,2,305,True,22614.1,Imobiliário,31629.65,12,1.88,6.58,30,3313.66,True,Eletrônicos,2023-11-23,2024-11-05,2024-05-04,2024-12-31,8,31462.63,31.11,Renegociado,Telefone,Eius reprehenderit libero beatae veritatis dicta animi officia quas voluptates.
592.840.163-98,Alexia Oliveira,Dogueiro,False,40,Azevedo,13915,Viúvo,1,426,True,33668.01,Imobiliário,39835.91,24,0.75,8.95,10,8845.62,True,Eletrônicos,2023-11-30,2024-11-30,2021-07-27,2024-11-12,8,70937.45,20.12,Em dia,Presencial,Tempore sapiente tenetur fugit quae rerum dicta accusamus tenetur animi.
381.594.720-05,Luiz Felipe Viana,Jangadeiro,True,18,Lima,5461,Divorciado,3,591,True,42155.09,Veículo,30082.58,12,1.74,32.9,40,123.8,False,Móveis,2022-11-26,2024-11-16,2024-03-08,2024-11-15,11,58788.44,46.44,Em dia,Online,Nihil minima nisi doloremque mollitia maxime.
594.783.206-29,Pedro Miguel Pires,Profissional de tecnologia de laticínios,True,43,Cavalcanti da Praia,5401,Viúvo,1,480,False,17305.66,Pessoal,47941.49,48,2.59,20.23,20,305.46,False,Eletrônicos,2021-11-13,2024-11-06,2023-04-20,2024-12-21,1,72929.61,49.3,Atrasado,Online,Repellat est reprehenderit voluptas cupiditate officia.
597.348.012-79,Maria Luiza Azevedo,Anestesiologista,True,22,Silveira,10657,Casado,3,558,False,32777.64,Veículo,17155.77,24,2.17,21.7,40,8338.03,False,Eletrodomésticos,2023-06-29,2024-11-15,2022-06-11,2025-01-02,16,97036.11,17.66,Em dia,Presencial,Excepturi veritatis aperiam molestiae velit quidem numquam amet.
751.930.468-00,Evelyn Peixoto,Técnico em agropecuária,True,66,Castro,16877,Divorciado,0,578,True,19132.79,Pessoal,17000.27,48,0.8,32.09,30,6965.81,True,Móveis,2024-08-16,2024-11-26,2023-12-13,2024-12-22,7,79346.41,44.21,Em dia,Online,Aliquid ea dolore ipsam incidunt doloribus impedit cupiditate.
418.720.639-69,Enzo Gabriel Ramos,Webdesigner,True,27,da Mota de da Costa,4298,Divorciado,3,420,False,15601.24,Pessoal,17643.55,12,0.53,20.07,0,7342.21,False,Ferramentas,2022-08-06,2024-11-16,2021-01-09,2024-11-21,15,80221.55,34.98,Em dia,Telefone,Maiores repellat consequuntur consequatur odio maxime.
380.294.156-05,Isis Correia,Cobaia Médica,False,42,Ramos da Prata,14490,Divorciado,0,713,False,44152.96,Parcelamento em Loja,44545.94,24,2.94,8.13,40,4329.52,False,Móveis,2023-06-13,2024-11-24,2023-03-13,2024-11-09,3,12636.66,16.72,Atrasado,Online,Sequi sint nemo quod tempora voluptatem quisquam sed sit tenetur.
670.218.435-26,Lucas Costa,Jogador de basquete,True,41,Porto do Campo,9194,Viúvo,1,514,True,12228.47,Parcelamento em Loja,20387.19,36,0.64,12.25,0,1815.13,False,Ferramentas,2022-01-12,2024-11-05,2023-11-19,2024-11-24,7,76439.45,15.34,Renegociado,Online,Asperiores repudiandae voluptatum alias expedita molestias distinctio quod.
658.347.912-55,Dr. Juan Novaes,Taifeiro,False,50,Mendes,3328,Divorciado,1,342,True,39215.94,Veículo,32038.63,24,2.43,30.29,40,2503.74,True,Ferramentas,2023-02-17,2024-11-25,2021-01-05,2024-12-25,2,12349.44,35.64,Atrasado,Telefone,Ab nostrum libero dicta ipsum magnam voluptatem atque nesciunt.
924.186.375-73,João Lucas das Neves,Baixista,True,53,Moreira,10095,Solteiro,2,477,True,28490.64,Veículo,47472.8,6,2.58,7.87,20,1520.72,True,Ferramentas,2022-08-15,2024-11-07,2023-07-03,2024-12-07,20,93976.74,44.01,Renegociado,Presencial,Quia consequuntur in doloremque voluptatum quasi explicabo.
025.831.467-26,Esther Fogaça,Bailarina,True,24,Duarte,8272,Solteiro,1,777,False,44648.05,Pessoal,20507.46,12,1.17,27.58,40,2931.45,True,Eletrodomésticos,2022-10-18,2024-11-08,2022-11-04,2024-12-31,12,66440.46,35.78,Em dia,Telefone,Quidem aut repellat incidunt porro atque.
298.160.453-89,Emanuella Lima,Educador integrado à saúde pública,False,59,da Mota de Nunes,3558,Divorciado,1,720,False,15709.19,Parcelamento em Loja,47197.01,24,2.54,15.57,40,5136.74,False,Móveis,2023-04-17,2024-11-18,2021-01-26,2024-11-27,8,69599.43,24.24,Renegociado,Online,Laboriosam sit commodi minus repellat dolor unde inventore minima optio facere assumenda.
745.168.029-02,Nicole Duarte,Professor,True,61,Moraes,12341,Divorciado,4,346,True,47689.8,Imobiliário,22024.78,12,2.88,6.16,30,3152.01,True,Eletrônicos,2024-10-01,2024-11-30,2022-07-29,2024-12-01,9,95052.94,48.27,Renegociado,Telefone,Soluta quos cum unde cupiditate culpa incidunt ipsa maiores porro accusamus.
529.341.806-89,Kaique Azevedo,Ortopedista,False,25,Rocha,1975,Viúvo,0,507,False,28800.91,Parcelamento em Loja,13652.09,12,1.49,13.06,30,3771.08,False,Ferramentas,2024-04-29,2024-12-01,2021-09-23,2024-11-08,18,5872.83,29.67,Atrasado,Online,Ipsum id veniam voluptatibus eveniet deleniti totam nobis.
672.381.054-62,Antônio da Costa,Profissional de manutenção industrial,True,18,Silveira,4592,Casado,2,806,False,27067.57,Veículo,12699.7,48,0.76,32.54,40,9366.5,False,Móveis,2023-12-11,2024-11-25,2021-11-13,2024-11-13,11,36116.8,17.13,Em dia,Online,Voluptas a eos nesciunt repellat natus autem eum numquam laboriosam corrupti eum.
479.681.350-01,Dr. Isaac da Cunha,Senador,True,42,Martins,9749,Viúvo,1,550,True,19306.31,Veículo,18256.99,12,0.9,32.05,30,9971.41,True,Eletrônicos,2022-10-26,2024-11-05,2022-08-04,2024-12-10,19,92703.74,13.97,Atrasado,Online,Saepe fugit ad saepe totam fuga quia ad adipisci asperiores quae vel commodi.
702.548.961-11,Larissa Duarte,Policial militar,False,36,Viana do Oeste,14774,Divorciado,4,498,False,34997.64,Pessoal,26024.16,24,1.17,7.94,10,2268.96,True,Ferramentas,2023-09-26,2024-11-29,2023-05-29,2024-11-25,19,45076.48,42.82,Renegociado,Presencial,Autem veniam harum laboriosam nesciunt nemo veritatis consequuntur vero sint sint.
937.206.548-00,Julia da Mota,Lutador de karatê,False,54,Martins Grande,17347,Viúvo,2,632,False,33786.27,Pessoal,32675.61,48,0.67,27.85,10,3001.5,False,Móveis,2024-10-28,2024-11-19,2024-06-26,2024-12-13,16,46772.47,16.96,Renegociado,Telefone,Reiciendis modi ipsam officia sapiente est incidunt animi officiis quo.
983.621.074-13,Melissa Novaes,Pianista,True,55,da Paz de Gonçalves,4723,Casado,0,797,False,15187.95,Imobiliário,48602.57,48,0.92,26.3,30,4190.16,False,Móveis,2022-05-04,2024-12-04,2023-06-17,2024-12-04,7,8869.84,17.59,Renegociado,Presencial,Quaerat delectus earum provident debitis veniam.
186.932.047-69,Murilo Pereira,Cartógrafo,True,52,Nunes das Pedras,19141,Solteiro,4,592,False,32700.93,Imobiliário,19254.15,24,2.16,30.35,0,9756.66,True,Eletrodomésticos,2022-04-11,2024-11-07,2023-03-22,2024-11-13,16,26695.97,27.24,Atrasado,Online,Saepe laudantium odit voluptatibus occaecati odit quo nihil accusantium aut soluta excepturi accusamus.
629.837.014-50,Pedro Miguel Nogueira,Penhorista,False,59,Cardoso do Amparo,18163,Solteiro,1,371,False,12621.17,Parcelamento em Loja,9356.05,6,1.49,32.51,10,2379.26,False,Ferramentas,2022-07-18,2024-11-29,2022-10-20,2024-12-06,10,15657.61,15.98,Atrasado,Presencial,Hic numquam laudantium cupiditate quidem ad optio nobis corrupti debitis dolorem deleniti.
547.680.123-53,Srta. Juliana Lopes,Ascensorista,True,21,Rodrigues,9627,Solteiro,0,571,False,45408.85,Parcelamento em Loja,31888.89,24,0.78,21.09,20,4954.38,True,Eletrodomésticos,2022-06-09,2024-12-03,2023-06-23,2024-12-03,13,29795.66,14.38,Atrasado,Presencial,Distinctio blanditiis natus fugit suscipit accusamus veritatis odit accusantium consequatur ea cupiditate harum.
674.153.802-07,Bruna Pinto,Recreador,True,50,Martins,18924,Solteiro,2,411,True,3484.46,Veículo,11263.6,24,2.04,26.7,30,8728.28,True,Móveis,2022-05-29,2024-11-15,2022-05-10,2024-12-19,10,57952.05,21.25,Renegociado,Online,Consequuntur praesentium nemo facilis iusto recusandae odio voluptatibus possimus eveniet sunt.
234.879.051-32,Caio Costela,Musicoterapeuta,True,58,Nogueira de Lima,11896,Casado,3,666,True,7650.71,Imobiliário,49587.83,36,0.62,25.91,40,5295.14,True,Eletrodomésticos,2024-06-02,2024-11-30,2024-03-10,2024-11-15,17,75138.82,29.22,Atrasado,Online,Rem quis esse veniam vero facilis illum.
106.523.974-25,Ana Vitória Novaes,Técnico em desporto,True,66,Gomes de Caldeira,7907,Solteiro,4,612,True,32061.21,Imobiliário,668.85,48,1.09,6.7,20,1006.77,False,Eletrodomésticos,2024-03-28,2024-12-01,2020-12-01,2024-12-06,15,96331.72,24.15,Atrasado,Presencial,Ducimus quam molestiae laudantium dignissimos officia ducimus fuga ducimus quam eligendi omnis.
923.178.506-03,Emanuella Vieira,Pedicure,True,27,da Mota,15648,Viúvo,3,599,True,2881.88,Parcelamento em Loja,23314.91,36,2.69,7.47,40,5644.62,True,Eletrônicos,2021-12-11,2024-11-18,2024-02-17,2024-12-06,16,12576.44,40.81,Renegociado,Presencial,Voluptate optio in unde maiores pariatur sit magni ratione natus sequi optio unde.
947.853.102-60,Igor da Rocha,Patologista oral,False,55,Lima,4321,Solteiro,4,538,False,20249.63,Pessoal,21821.97,6,0.99,30.1,30,5785.02,False,Eletrônicos,2023-09-16,2024-11-10,2023-07-02,2024-11-24,10,59288.5,32.77,Renegociado,Telefone,Velit occaecati sequi rerum dolor voluptatem rerum maxime dolores adipisci optio itaque facilis.
248.563.091-70,Bryan Araújo,Mecânico de vôo,True,24,Lopes,3292,Divorciado,4,374,False,40322.73,Pessoal,5802.37,6,0.82,16.23,40,6247.99,False,Móveis,2023-12-15,2024-11-16,2024-02-27,2024-11-15,10,31803.17,26.52,Renegociado,Telefone,A magni non doloribus quo officiis quo nostrum dolor repudiandae dolorum doloribus.
627.591.034-80,Alana da Costa,Frentista,True,64,Teixeira,14280,Casado,2,534,False,11101.03,Pessoal,22684.49,48,1.13,13.2,0,7857.87,True,Móveis,2023-05-28,2024-11-23,2023-07-21,2024-11-26,8,14238.94,12.7,Atrasado,Telefone,Voluptatum porro sint adipisci ad quam esse reiciendis facere quam nisi.
715.436.982-55,Pedro Henrique Viana,Engenheiro industrial,False,40,Barros,6641,Viúvo,1,549,True,4984.62,Pessoal,18686.28,36,2.45,10.94,40,9372.81,False,Eletrodomésticos,2024-10-25,2024-12-02,2024-11-02,2024-11-21,4,32431.08,11.54,Atrasado,Online,Eaque iure quasi ab itaque eligendi ullam quidem quis necessitatibus possimus ipsum.
150.629.734-06,Murilo Nascimento,Delegado,True,60,Nogueira do Oeste,7680,Divorciado,2,758,False,34136.03,Imobiliário,11585.66,12,2.66,33.56,40,33.99,True,Móveis,2023-09-03,2024-11-20,2024-06-26,2024-12-10,19,37223.38,12.12,Em dia,Presencial,Tenetur sapiente nihil earum ratione exercitationem occaecati placeat dolores unde aperiam consequuntur.
725.108.463-53,Vinicius Costela,Profissional de marketing,True,62,Teixeira do Norte,19907,Divorciado,2,656,False,13860.4,Pessoal,8258.4,6,2.88,24.49,30,6442.43,False,Ferramentas,2021-12-06,2024-11-13,2024-10-11,2024-11-25,10,38803.97,35.05,Renegociado,Online,Voluptatibus beatae alias consequatur possimus a voluptatibus ad delectus natus est exercitationem suscipit.
048.759.126-76,Maysa Moraes,Estivador,False,28,Silva do Galho,10172,Viúvo,4,541,False,20838.0,Pessoal,29431.52,48,2.1,24.44,40,4747.96,False,Ferramentas,2024-01-29,2024-12-01,2023-01-30,2024-12-15,19,99488.98,17.12,Atrasado,Presencial,Tenetur nisi quo placeat placeat repudiandae quibusdam.
125.687.439-64,Erick das Neves,Engenheiro cartográfico,False,44,Silva,9799,Viúvo,3,802,False,33649.25,Veículo,20101.86,36,1.63,34.61,20,9166.9,False,Ferramentas,2024-10-17,2024-11-14,2021-08-19,2024-12-21,20,36953.23,20.25,Atrasado,Online,Similique quis deleniti reiciendis quam aut consequuntur omnis nemo eius sit illo delectus.
185.690.723-68,Diogo Teixeira,General,False,38,Barbosa do Oeste,16988,Divorciado,3,339,True,41245.6,Pessoal,24255.3,36,1.34,29.73,20,6975.02,False,Eletrodomésticos,2023-05-31,2024-11-05,2021-05-19,2024-12-25,5,92372.46,32.07,Atrasado,Online,Repellendus corrupti ipsa perferendis temporibus rem exercitationem porro minima libero minus.
576.210.948-85,Thiago Nascimento,Engenheiro ambiental,True,61,Ramos,2631,Solteiro,4,361,False,46797.43,Parcelamento em Loja,14579.6,48,0.65,14.66,10,1547.76,True,Eletrônicos,2024-07-18,2024-11-25,2021-02-13,2024-11-14,15,23454.49,30.42,Atrasado,Presencial,Quaerat expedita eos veritatis ea quidem voluptate reiciendis reprehenderit numquam nesciunt eveniet aspernatur.
381.960.452-98,Rafael Barros,Hostess,False,45,das Neves,10539,Casado,1,795,True,6497.31,Veículo,45959.19,24,1.51,13.84,20,2122.5,True,Ferramentas,2024-02-27,2024-11-08,2021-02-07,2024-11-28,15,62098.22,47.31,Em dia,Telefone,Exercitationem facere quidem dolore iste adipisci quisquam consequatur delectus.
754.821.369-73,Bruno da Conceição,Empregado doméstico,False,36,Cardoso do Oeste,7410,Divorciado,3,474,False,43661.11,Imobiliário,35222.95,6,0.93,20.48,10,2548.63,False,Eletrodomésticos,2022-04-19,2024-11-20,2021-12-26,2024-12-16,3,31339.7,28.36,Atrasado,Presencial,Impedit dicta ipsam harum voluptatum consequuntur assumenda.
240.571.896-02,Alexia Cavalcanti,Microfonista,False,54,da Rocha de Alves,17008,Casado,3,795,False,37507.48,Pessoal,33387.76,48,1.92,26.11,20,8259.23,True,Eletrodomésticos,2023-08-17,2024-11-16,2024-04-03,2024-12-18,1,83805.63,23.18,Renegociado,Presencial,Rerum fugiat incidunt quam sit cumque incidunt sunt cupiditate incidunt.
342.160.978-04,Lorenzo Costa,Forneiro,False,41,Nascimento,8253,Divorciado,4,666,True,21372.67,Veículo,26682.58,6,1.3,29.56,30,6514.11,True,Eletrodomésticos,2023-11-10,2024-11-28,2021-01-16,2024-12-05,14,41009.86,36.74,Renegociado,Telefone,Ducimus blanditiis voluptate omnis hic accusamus numquam animi necessitatibus assumenda rerum dolores.
107.638.942-22,Danilo Gomes,Capoeirista,False,53,Correia,1924,Casado,2,796,False,44907.38,Pessoal,31308.11,24,1.86,31.32,0,1022.02,False,Móveis,2021-12-27,2024-11-06,2024-10-16,2024-11-09,6,95377.74,44.53,Renegociado,Telefone,Ullam nisi veniam ipsa laudantium animi excepturi quae quam.
807.926.413-96,Diego Carvalho,Teólogo,True,65,Almeida de Goiás,5876,Casado,4,679,False,38102.59,Veículo,44333.74,48,2.7,15.96,0,8472.32,False,Eletrônicos,2023-01-12,2024-11-09,2021-05-14,2024-11-06,18,38671.76,34.22,Em dia,Presencial,Molestiae ullam commodi perspiciatis quam ipsam perspiciatis aut cupiditate quis eligendi dolorem quod.
193.485.207-41,Luiz Felipe Moreira,Engenheiro agrimensor,True,28,da Luz das Flores,13516,Viúvo,2,363,False,46325.34,Pessoal,6848.39,24,2.08,32.04,30,3663.46,True,Eletrodomésticos,2023-09-13,2024-11-11,2024-07-11,2024-11-30,3,60276.48,21.02,Em dia,Online,Minus aliquam magnam sed at eos corrupti corporis non doloribus error aliquid perspiciatis.
245.918.760-20,João Vitor Castro,Médico geneticista,True,26,Moura,15191,Viúvo,3,774,False,33702.92,Veículo,24082.57,24,0.67,13.63,20,1889.16,True,Móveis,2024-03-19,2024-11-17,2022-07-06,2024-11-19,11,42432.94,34.14,Em dia,Online,Cupiditate quam autem ducimus iusto quisquam ipsam iure non aperiam quaerat eos ad.
103.592.648-24,Vitória Aragão,Lenhador,True,65,Barbosa Grande,15724,Solteiro,3,541,True,20476.22,Parcelamento em Loja,39200.57,6,2.47,34.32,10,6704.52,False,Ferramentas,2024-10-30,2024-11-13,2021-12-02,2024-11-15,2,5669.96,11.5,Renegociado,Presencial,Occaecati deserunt assumenda sed dicta error ipsa nostrum dolore.
137.254.980-32,Ana Julia Rodrigues,Hostess,True,46,Farias,16570,Divorciado,2,483,False,3625.21,Imobiliário,28401.29,48,2.06,7.99,0,7215.03,False,Móveis,2023-08-22,2024-11-19,2024-05-24,2024-12-02,3,39827.94,31.69,Renegociado,Telefone,Suscipit placeat sequi optio nesciunt laborum perspiciatis.
256.314.870-71,Ana Julia da Rocha,Balconista,True,69,Pereira Verde,10831,Viúvo,4,754,True,37072.49,Veículo,47564.73,24,2.11,11.56,20,2954.11,True,Eletrônicos,2022-02-16,2024-11-17,2023-02-04,2024-11-13,6,14331.71,44.44,Atrasado,Telefone,Eum illum placeat beatae perferendis iusto consectetur.
517.048.392-97,Kamilly Nascimento,Guarda roupeiro,True,18,da Rocha Paulista,17065,Viúvo,3,358,True,38096.91,Pessoal,27016.7,24,1.47,14.97,10,412.64,False,Ferramentas,2022-02-14,2024-11-25,2021-05-17,2024-11-08,15,16678.55,30.19,Renegociado,Telefone,Repellat tenetur distinctio cum beatae incidunt placeat assumenda amet magnam.
801.239.576-21,Dr. Davi Lucca da Mata,Produtor de eventos,True,53,Alves das Pedras,11300,Viúvo,3,561,False,24838.79,Veículo,38931.86,12,0.82,16.1,0,6889.07,False,Ferramentas,2022-03-20,2024-11-12,2024-08-18,2024-12-09,15,18040.27,20.37,Atrasado,Presencial,Reprehenderit culpa atque mollitia id tempore ratione ipsam.
947.183.260-87,André da Luz,Otorrinolaringologista,False,51,Nascimento Paulista,4869,Solteiro,0,586,False,46491.58,Parcelamento em Loja,42401.45,36,1.75,20.37,0,4004.53,True,Eletrônicos,2022-12-18,2024-11-25,2023-03-18,2024-11-22,3,47270.55,45.02,Em dia,Online,Ipsa laborum quo facere natus placeat laborum ipsam eos sed qui.
175.903.862-86,Maria Fernanda Azevedo,Babysitter,False,36,Rodrigues,13654,Casado,1,731,False,11599.33,Parcelamento em Loja,13004.28,48,0.82,27.77,30,5902.43,False,Móveis,2024-09-02,2024-11-14,2024-09-26,2024-12-19,20,7886.3,15.28,Renegociado,Online,Fuga deserunt ducimus et ab voluptates ab.
819.735.024-88,Joaquim Monteiro,Hostess,True,67,Alves das Flores,13908,Solteiro,3,651,False,13791.1,Veículo,4728.27,12,1.21,15.16,20,6219.92,False,Ferramentas,2023-05-14,2024-11-12,2023-02-05,2024-12-12,16,33946.63,12.19,Atrasado,Online,Quia maxime natus nam alias distinctio velit odit sunt cumque.
153.294.706-25,Mariana Viana,Tecelão,True,53,Porto,4293,Divorciado,4,371,False,29824.74,Imobiliário,2264.97,36,1.5,31.43,40,3393.89,False,Móveis,2023-11-12,2024-11-22,2023-12-27,2025-01-03,16,4083.09,13.55,Em dia,Online,Magnam iste id dolores quod earum non quaerat dignissimos illum.
674.958.231-19,Davi Lucca Silveira,Nutrologista,True,34,das Neves,8396,Casado,2,496,False,14489.11,Pessoal,23669.06,48,1.55,13.48,20,4252.34,False,Eletrônicos,2023-07-21,2024-11-09,2020-11-12,2024-12-26,19,7842.64,28.84,Atrasado,Telefone,Perspiciatis error architecto quae corporis ratione molestiae atque asperiores doloribus mollitia.
