cpf,nome_completo,profissao,trabalha_com_carteira_assinada,idade,localizacao,renda_mensal,estado_civil,numero_de_dependentes,score_de_credito,inadimplencia_anterior,valor_total_do_credito_em_aberto,tipo_de_credito_utilizado_anteriormente,valor_da_compra_a_credito,numero_de_parcelas,taxa_de_juros_mensal_(%),taxa_de_juros_anual_(%),percentual_de_entrada_(%),valor_da_entrada,compra_com_entrada,tipo_de_produto_ou_servico_adquirido,data_da_compra,data_de_entrega,data_da_ultima_compra,data_da_proxima_parcela,numero_de_compras_a_credito_anteriores,montante_total_ja_financiado,percentual_de_comprometimento_de_renda_(%),status_do_pagamento_atual,canal_de_aquisicao,comentarios_e_historico_de_interacoes,status_pgto_ordem,risco_pagamento,score_ajustado
031.596.784-66,Luiza da Rosa,Médico cirurgião,0,28,Pires de Sales,10105,Viúvo,4,580,0,5803.24,Imobiliário,49909.33,6,2.31,6.44,30,551.28,True,Eletrodomésticos,2023-10-06,2024-11-12,2022-03-07,2024-12-26,1,9346.25,41.39,Em dia,Telefone,Et vero neque voluptas in fugit ut.,1,1,580.0
124.830.596-51,Dra. Lorena Correia,Capataz,1,34,Campos da Serra,12014,Divorciado,0,510,0,44778.32,Veículo,19299.74,36,2.13,15.18,20,8301.4,True,Eletrodomésticos,2022-10-07,2024-11-21,2022-06-17,2024-12-07,5,87799.17,37.9,Renegociado,Presencial,Corporis perferendis sint quisquam quibusdam soluta quae.,2,0,510.0
542.607.918-85,Lorenzo Azevedo,Paparazzo,1,65,Porto,1929,Viúvo,0,421,0,3089.87,Pessoal,1338.46,6,0.85,32.39,30,23.35,True,Eletrônicos,2024-06-15,2024-11-29,2022-11-03,2024-12-21,18,62234.77,18.12,Atrasado,Online,Nisi doloremque eum accusantium ipsam quod ducimus soluta.,3,0,421.0
504.621.387-71,Brenda Ribeiro,Bailarina,0,18,Monteiro,7051,Divorciado,3,811,0,17994.71,Pessoal,49747.85,24,0.69,27.47,30,7818.82,True,Móveis,2023-08-04,2024-11-18,2021-01-06,2024-11-22,5,16149.94,38.53,Em dia,Presencial,Asperiores nemo error sit omnis tempore delectus.,1,1,811.0
362.590.178-12,Pedro Miguel da Rosa,Enfermeiro,1,18,da Conceição de Campos,19540,Solteiro,0,422,1,38581.71,Veículo,6211.14,48,1.74,23.06,40,2417.97,False,Ferramentas,2022-04-01,2024-11-30,2023-01-01,2024-12-08,1,86329.02,39.87,Em dia,Presencial,Eos laudantium mollitia sequi vel praesentium quas ab.,1,0,211.0
317.520.496-16,Sr. Noah Nascimento,Designer de produto ou desenhista industrial,1,36,Campos Paulista,13242,Viúvo,2,363,1,29517.13,Parcelamento em Loja,29804.2,24,1.49,33.99,10,7465.29,False,Eletrônicos,2021-11-20,2024-11-23,2022-09-11,2024-12-12,7,65644.42,47.79,Atrasado,Telefone,Voluptas quam iure soluta fuga sint eos omnis itaque dignissimos.,3,0,181.5
947.031.658-48,João Guilherme Pinto,Garimpeiro,1,48,Araújo do Amparo,12638,Viúvo,3,703,0,6836.28,Parcelamento em Loja,45568.27,24,0.88,28.58,0,8807.21,True,Ferramentas,2024-10-02,2024-11-30,2022-10-31,2024-11-21,7,92357.78,37.95,Atrasado,Telefone,Minus atque iste perspiciatis veniam voluptates corporis doloribus ipsam quasi culpa animi necessitatibus.,3,0,703.0
425.390.618-42,Clara Barros,Profissional de hotelaria,1,25,Cunha das Flores,13533,Divorciado,4,397,0,8673.86,Veículo,35638.18,36,0.9,14.38,10,3870.87,True,Eletrônicos,2022-05-23,2024-12-03,2020-12-15,2024-12-30,5,78407.09,48.18,Renegociado,Online,Et quaerat hic id quas accusamus deserunt occaecati perferendis.,2,0,397.0
613.075.928-21,Anthony Pereira,Instrumentista musical,0,23,Porto,7265,Solteiro,1,823,0,2907.88,Imobiliário,22884.71,48,2.46,20.18,20,6468.75,True,Móveis,2024-05-14,2024-12-04,2021-01-12,2024-11-21,10,37714.53,32.47,Atrasado,Presencial,Incidunt a architecto consequuntur recusandae corrupti reprehenderit sapiente tempora quam maxime magnam.,3,0,823.0
546.097.231-07,Fernando da Luz,Tecnólogo em processos químicos,1,67,Teixeira da Mata,19419,Viúvo,2,708,0,24123.66,Parcelamento em Loja,32027.1,48,2.76,18.61,0,9715.61,False,Ferramentas,2024-09-18,2024-12-04,2023-05-24,2024-12-14,9,25593.92,47.16,Em dia,Presencial,Consectetur repellendus quo sit dignissimos voluptatibus distinctio sed perferendis.,1,1,708.0
174.596.083-00,Danilo Campos,Locutor,0,48,Dias Verde,2899,Casado,3,609,0,6533.89,Veículo,14633.18,24,2.46,12.37,40,9952.72,True,Eletrodomésticos,2021-12-18,2024-11-14,2021-01-19,2025-01-01,11,85683.39,23.18,Atrasado,Telefone,Ad ratione cumque voluptate molestiae illo quam odit possimus fugit.,3,0,609.0
461.582.307-07,João Cardoso,Auxiliar de reprografia,1,36,da Conceição da Prata,18451,Solteiro,1,701,0,43379.97,Imobiliário,34282.13,6,2.27,19.71,10,5534.01,True,Eletrodomésticos,2023-12-31,2024-11-26,2020-11-09,2024-11-26,20,70487.36,49.85,Atrasado,Telefone,Odit ducimus totam tempora soluta nobis ad voluptates totam eius.,3,0,701.0
320.174.698-31,Theo Porto,Somelier,1,54,Almeida do Norte,3495,Viúvo,3,715,0,11602.49,Imobiliário,26840.0,36,0.61,26.68,10,2619.54,False,Móveis,2023-09-26,2024-11-06,2023-08-30,2024-11-26,13,34924.97,46.15,Renegociado,Telefone,Beatae deleniti ea fuga sint tenetur.,2,1,715.0
184.376.059-20,Marcela da Rosa,Maitre,1,36,Costa de Minas,16342,Divorciado,4,737,1,16268.46,Veículo,7302.28,48,2.93,22.58,10,3548.72,False,Móveis,2022-02-20,2024-11-27,2021-12-15,2024-12-08,20,23811.27,10.27,Atrasado,Telefone,Fugiat repudiandae voluptas soluta aspernatur tempore eos autem.,3,0,368.5
059.371.628-03,Emanuella da Mata,Escritor,1,56,Souza,19137,Solteiro,1,384,1,34148.01,Veículo,46830.78,6,1.02,8.42,0,8819.42,True,Móveis,2023-12-24,2024-12-03,2024-08-12,2024-12-26,18,9063.71,26.49,Em dia,Online,Ratione minus porro provident animi soluta dolor minima magni odit.,1,0,192.0
931.057.826-21,Bryan Pereira,Cirurgião dentista,1,64,da Cruz do Oeste,10124,Viúvo,1,524,0,25979.0,Pessoal,35317.46,36,2.68,20.95,0,4763.84,True,Móveis,2022-08-13,2024-12-01,2021-11-21,2025-01-03,16,33100.66,24.56,Em dia,Presencial,Enim odit aperiam aperiam doloribus expedita.,1,0,524.0
703.561.892-95,Dr. Davi Luiz da Paz,Alfaiate,1,65,da Luz,18786,Solteiro,1,705,0,46112.41,Parcelamento em Loja,37956.09,36,2.83,32.57,30,8324.83,True,Móveis,2023-10-25,2024-11-19,2022-06-15,2024-12-10,16,79175.34,46.43,Renegociado,Presencial,Tempora excepturi porro rerum deleniti odio aut maiores dolor est.,2,1,705.0
417.986.032-50,Dr. Lucca Ribeiro,Gastroenterologista,0,34,Araújo,1813,Solteiro,4,374,0,34134.53,Parcelamento em Loja,43144.69,24,1.44,11.07,10,6542.02,True,Móveis,2023-01-05,2024-12-01,2022-04-25,2024-11-14,14,86963.63,22.2,Atrasado,Online,Explicabo amet aliquam odit aut illo ut fugit ipsum laborum.,3,0,374.0
731.698.245-46,Olivia da Cruz,Recreador,0,27,Costa de Melo,2643,Viúvo,4,694,0,4371.8,Parcelamento em Loja,43409.77,36,2.98,33.99,30,9268.29,True,Eletrônicos,2024-10-22,2024-11-27,2023-07-22,2024-11-26,12,32084.02,23.76,Em dia,Telefone,Molestias alias vitae non culpa iure tenetur aut tempore minima nam.,1,1,694.0
512.780.934-60,Sra. Isabella Nogueira,Historiador,0,69,Castro,4735,Viúvo,2,587,0,15898.33,Pessoal,26834.05,48,2.5,18.48,10,261.33,False,Eletrodomésticos,2024-03-31,2024-11-07,2022-04-19,2024-12-23,10,89827.75,23.78,Atrasado,Telefone,Laborum aut atque facilis unde incidunt reiciendis voluptate.,3,0,587.0
142.639.750-06,Matheus da Paz,Gerente de riscos em seguros,1,22,Nogueira das Pedras,19867,Solteiro,0,770,1,24310.07,Parcelamento em Loja,22413.63,48,1.91,23.48,10,8775.39,False,Eletrônicos,2023-07-01,2024-11-18,2021-03-22,2024-11-15,12,60343.29,45.59,Atrasado,Presencial,Assumenda necessitatibus repudiandae harum explicabo quasi maxime.,3,0,385.0
730.194.852-23,Thiago da Conceição,Leiloeiro,1,69,Ribeiro Grande,2040,Solteiro,3,682,0,25271.78,Parcelamento em Loja,27216.98,36,0.61,25.76,0,8929.56,True,Eletrodomésticos,2024-02-15,2024-11-21,2022-05-20,2024-12-29,13,48234.03,14.32,Atrasado,Online,Cum aperiam sit quaerat sint ex voluptatem dignissimos.,3,0,682.0
710.986.253-40,Dr. André da Costa,Taxidermista/Embalsamador,0,23,da Mata do Campo,3248,Casado,0,457,0,6493.86,Imobiliário,40944.46,6,1.83,12.56,40,909.79,False,Ferramentas,2024-08-16,2024-11-05,2023-12-04,2024-12-12,8,61521.64,13.61,Em dia,Telefone,Ducimus officia architecto expedita eveniet provident molestias doloribus.,1,0,457.0
239.574.810-23,Bianca Sales,Intérprete de Bíblias,1,37,Moraes da Serra,2234,Casado,0,747,0,24503.4,Pessoal,8158.38,6,1.18,18.0,10,9749.79,False,Ferramentas,2022-01-19,2024-11-24,2023-01-15,2024-12-10,7,8838.04,31.21,Em dia,Presencial,Voluptates neque nihil quis cum culpa id consequuntur iusto.,1,1,747.0
209.534.871-05,Sr. Renan Oliveira,Museólogo,1,66,Fernandes do Amparo,2497,Divorciado,4,710,0,3127.28,Veículo,37693.57,48,2.11,32.22,40,7417.42,True,Ferramentas,2022-12-03,2024-12-03,2022-01-06,2024-12-10,14,33098.95,14.51,Atrasado,Online,Ex aliquam placeat molestiae eaque incidunt molestias non dignissimos repellendus quod ab.,3,0,710.0
560.419.723-80,Luiz Henrique Almeida,Estofador,1,25,da Mata,6256,Casado,4,423,0,47654.44,Veículo,22796.31,6,0.59,35.05,0,6915.87,True,Eletrônicos,2024-05-02,2024-11-08,2023-02-06,2024-11-07,8,91468.46,34.22,Em dia,Online,Exercitationem culpa repudiandae debitis quidem inventore nam officia ducimus architecto fuga qui.,1,0,423.0
953.781.206-59,Ana Porto,Salgadeira,1,51,Nunes do Oeste,8227,Divorciado,1,597,0,16701.55,Veículo,8756.3,6,1.66,12.94,0,6145.15,True,Eletrodomésticos,2022-05-06,2024-11-28,2021-06-25,2024-12-22,12,92255.96,16.16,Renegociado,Telefone,Cum commodi maxime velit incidunt voluptas.,2,1,597.0
127.395.064-06,Maria Luiza Castro,Amolador de ferramentas,1,37,Monteiro,19495,Divorciado,2,791,0,12834.4,Veículo,20067.38,6,2.27,31.33,20,1460.03,True,Eletrônicos,2024-10-24,2024-11-25,2022-07-27,2024-12-25,20,91499.97,21.8,Em dia,Telefone,Rem iusto deleniti totam modi natus.,1,1,791.0
436.279.805-65,Enrico da Mota,Conferente de expedição,1,62,Mendes,14511,Solteiro,2,478,1,32459.07,Veículo,5736.52,12,1.79,19.59,0,4972.19,False,Móveis,2024-01-16,2024-11-27,2022-06-14,2024-11-30,4,32020.28,18.39,Em dia,Telefone,Commodi quam ab itaque repudiandae nam quaerat cumque laborum labore iste quia.,1,0,239.0
082.193.547-04,Pietra Viana,Instalador de linha telefônica,1,20,Castro de Souza,4975,Solteiro,2,475,1,47657.26,Imobiliário,7593.69,6,0.8,32.52,30,6327.68,True,Móveis,2023-12-07,2024-12-04,2023-03-29,2024-12-12,15,59812.05,48.96,Renegociado,Telefone,Blanditiis quis eos eum possimus laboriosam magnam.,2,0,237.5
756.182.903-59,Noah Nascimento,Arquivista,1,32,Aragão do Norte,11298,Casado,2,654,1,45537.82,Imobiliário,46945.11,6,2.63,21.88,30,9016.55,False,Eletrônicos,2022-08-02,2024-12-02,2021-05-14,2024-12-29,1,54330.09,10.03,Atrasado,Telefone,Dicta quos aperiam ipsam assumenda asperiores repudiandae quaerat eius deserunt.,3,0,327.0
319.578.602-86,João Felipe da Rocha,Estatístico,0,18,Moura,1728,Viúvo,4,611,0,30522.68,Veículo,36682.13,24,1.85,9.38,0,1258.39,True,Eletrodomésticos,2023-10-07,2024-11-16,2021-11-06,2024-12-06,3,3233.81,19.69,Em dia,Presencial,Laborum suscipit vitae expedita omnis sed porro ipsum iusto.,1,1,611.0
790.315.684-57,Renan Alves,Cobaia Médica,1,58,da Cunha,7400,Divorciado,4,819,0,9346.3,Pessoal,10660.3,6,2.4,31.74,30,9167.54,True,Móveis,2023-02-03,2024-11-20,2022-08-08,2024-11-06,16,9773.86,29.07,Atrasado,Telefone,Rerum quos temporibus vel perspiciatis nesciunt labore fugiat quae ipsa quo illo iste.,3,0,819.0
527.918.406-30,Dr. Anthony Jesus,Psicomotricista,1,34,Souza,17264,Divorciado,1,758,0,48470.24,Veículo,30491.0,36,1.37,16.96,0,7274.17,True,Eletrônicos,2022-07-15,2024-12-03,2021-06-24,2025-01-03,18,52183.7,31.86,Renegociado,Telefone,Aliquam non perspiciatis minima doloremque enim eaque accusantium quae.,2,1,758.0
208.917.356-40,Luiz Fernando Costa,Almirante,1,32,Almeida,9040,Casado,3,460,1,49302.66,Imobiliário,11018.5,36,0.75,9.56,0,2674.53,True,Eletrodomésticos,2022-01-05,2024-11-15,2024-03-28,2024-12-06,19,73812.02,28.48,Atrasado,Telefone,Cum reprehenderit eligendi consequuntur perferendis placeat facilis.,3,0,230.0
253.941.860-06,Sra. Milena Ramos,Caldeireiro,1,37,Nogueira da Mata,14171,Casado,3,335,0,12452.27,Pessoal,36059.82,6,2.05,32.02,20,7293.55,True,Móveis,2023-01-29,2024-11-26,2021-12-28,2024-12-22,8,81305.86,13.62,Atrasado,Presencial,Numquam vero delectus saepe neque quis doloribus numquam accusamus accusantium possimus.,3,0,335.0
167.894.352-55,Júlia Moraes,Regente,0,20,Moura,2744,Solteiro,1,693,0,45152.21,Imobiliário,32764.19,48,2.29,14.73,40,8531.02,True,Móveis,2024-05-26,2024-11-17,2023-01-08,2024-12-02,15,52187.63,49.3,Em dia,Telefone,Perferendis in quis ex ratione nesciunt assumenda velit alias praesentium aliquam id.,1,1,693.0
063.127.859-12,Dr. Luiz Henrique Melo,Diretor de cinema,0,28,da Luz,15463,Solteiro,0,714,1,34452.47,Parcelamento em Loja,25557.35,6,1.4,33.15,10,3755.82,False,Eletrônicos,2023-04-03,2024-11-19,2021-10-24,2024-11-30,9,50537.7,49.97,Atrasado,Telefone,In adipisci adipisci illo natus quaerat pariatur.,3,0,357.0
906.873.512-86,Davi Ramos,Florista,1,29,Sales,14637,Casado,1,445,0,10606.03,Imobiliário,30903.37,48,0.92,26.8,30,8303.61,True,Móveis,2023-08-29,2024-11-06,2022-03-19,2024-11-26,5,59259.2,23.75,Atrasado,Presencial,Tenetur nisi sint ullam dignissimos et magni quae facere tempora nobis.,3,0,445.0
719.380.425-14,Isadora da Luz,Paparazzo,0,35,Teixeira,8904,Solteiro,3,392,0,8085.55,Pessoal,28634.3,6,1.47,8.82,10,5523.75,False,Eletrônicos,2022-04-24,2024-11-16,2022-06-02,2024-11-05,13,43743.1,43.69,Renegociado,Presencial,Eligendi illo necessitatibus repellendus fugit voluptas quae.,2,0,392.0
325.810.476-07,Maria Vitória da Cruz,Urologista,1,38,Monteiro,6987,Viúvo,0,748,0,26000.15,Veículo,2140.67,6,2.2,32.79,0,9867.03,False,Móveis,2024-10-06,2024-12-03,2023-08-29,2024-11-23,20,69889.53,45.12,Atrasado,Telefone,Voluptates harum eligendi rerum repellat ad dignissimos velit veniam possimus repellendus.,3,0,748.0
270.361.584-17,Larissa Nascimento,Paisagista,1,60,da Costa,2000,Solteiro,1,797,0,4834.55,Imobiliário,30526.74,12,1.46,25.4,30,9967.0,True,Eletrônicos,2022-07-03,2024-11-17,2021-01-20,2024-12-04,3,85203.52,16.14,Renegociado,Presencial,Incidunt corporis maxime est molestiae eaque suscipit temporibus voluptates libero consectetur.,2,1,797.0
701.352.894-32,Rafael Pinto,Profissional de relações públicas,0,41,da Luz dos Dourados,1520,Solteiro,1,539,0,48116.21,Pessoal,37866.42,12,0.64,8.12,10,4888.36,False,Móveis,2022-03-04,2024-11-24,2022-05-27,2024-11-16,15,74644.95,22.72,Atrasado,Telefone,Aliquam alias sunt perferendis consequuntur molestias.,3,0,539.0
483.650.279-92,Esther Castro,Turismólogo,1,48,Santos,14353,Divorciado,3,403,0,29715.45,Veículo,32970.0,6,2.55,10.33,40,8615.84,True,Eletrodomésticos,2022-09-10,2024-11-17,2022-03-01,2024-12-24,4,36955.66,10.99,Em dia,Telefone,Assumenda pariatur fugiat accusantium assumenda ad.,1,0,403.0
850.732.946-29,Calebe Carvalho,Ginasta rítmica,1,48,Pires,2863,Viúvo,2,305,1,22614.1,Imobiliário,31629.65,12,1.88,6.58,30,3313.66,True,Eletrônicos,2023-11-23,2024-11-05,2024-05-04,2024-12-31,8,31462.63,31.11,Renegociado,Telefone,Eius reprehenderit libero beatae veritatis dicta animi officia quas voluptates.,2,0,152.5
592.840.163-98,Alexia Oliveira,Dogueiro,0,40,Azevedo,13915,Viúvo,1,426,1,33668.01,Imobiliário,39835.91,24,0.75,8.95,10,8845.62,True,Eletrônicos,2023-11-30,2024-11-30,2021-07-27,2024-11-12,8,70937.45,20.12,Em dia,Presencial,Tempore sapiente tenetur fugit quae rerum dicta accusamus tenetur animi.,1,0,213.0
381.594.720-05,Luiz Felipe Viana,Jangadeiro,1,18,Lima,5461,Divorciado,3,591,1,42155.09,Veículo,30082.58,12,1.74,32.9,40,123.8,False,Móveis,2022-11-26,2024-11-16,2024-03-08,2024-11-15,11,58788.44,46.44,Em dia,Online,Nihil minima nisi doloremque mollitia maxime.,1,0,295.5
594.783.206-29,Pedro Miguel Pires,Profissional de tecnologia de laticínios,1,43,Cavalcanti da Praia,5401,Viúvo,1,480,0,17305.66,Pessoal,47941.49,48,2.59,20.23,20,305.46,False,Eletrônicos,2021-11-13,2024-11-06,2023-04-20,2024-12-21,1,72929.61,49.3,Atrasado,Online,Repellat est reprehenderit voluptas cupiditate officia.,3,0,480.0
597.348.012-79,Maria Luiza Azevedo,Anestesiologista,1,22,Silveira,10657,Casado,3,558,0,32777.64,Veículo,17155.77,24,2.17,21.7,40,8338.03,False,Eletrodomésticos,2023-06-29,2024-11-15,2022-06-11,2025-01-02,16,97036.11,17.66,Em dia,Presencial,Excepturi veritatis aperiam molestiae velit quidem numquam amet.,1,1,558.0
751.930.468-00,Evelyn Peixoto,Técnico em agropecuária,1,66,Castro,16877,Divorciado,0,578,1,19132.79,Pessoal,17000.27,48,0.8,32.09,30,6965.81,True,Móveis,2024-08-16,2024-11-26,2023-12-13,2024-12-22,7,79346.41,44.21,Em dia,Online,Aliquid ea dolore ipsam incidunt doloribus impedit cupiditate.,1,0,289.0
418.720.639-69,Enzo Gabriel Ramos,Webdesigner,1,27,da Mota de da Costa,4298,Divorciado,3,420,0,15601.24,Pessoal,17643.55,12,0.53,20.07,0,7342.21,False,Ferramentas,2022-08-06,2024-11-16,2021-01-09,2024-11-21,15,80221.55,34.98,Em dia,Telefone,Maiores repellat consequuntur consequatur odio maxime.,1,0,420.0
380.294.156-05,Isis Correia,Cobaia Médica,0,42,Ramos da Prata,14490,Divorciado,0,713,0,44152.96,Parcelamento em Loja,44545.94,24,2.94,8.13,40,4329.52,False,Móveis,2023-06-13,2024-11-24,2023-03-13,2024-11-09,3,12636.66,16.72,Atrasado,Online,Sequi sint nemo quod tempora voluptatem quisquam sed sit tenetur.,3,0,713.0
670.218.435-26,Lucas Costa,Jogador de basquete,1,41,Porto do Campo,9194,Viúvo,1,514,1,12228.47,Parcelamento em Loja,20387.19,36,0.64,12.25,0,1815.13,False,Ferramentas,2022-01-12,2024-11-05,2023-11-19,2024-11-24,7,76439.45,15.34,Renegociado,Online,Asperiores repudiandae voluptatum alias expedita molestias distinctio quod.,2,0,257.0
658.347.912-55,Dr. Juan Novaes,Taifeiro,0,50,Mendes,3328,Divorciado,1,342,1,39215.94,Veículo,32038.63,24,2.43,30.29,40,2503.74,True,Ferramentas,2023-02-17,2024-11-25,2021-01-05,2024-12-25,2,12349.44,35.64,Atrasado,Telefone,Ab nostrum libero dicta ipsum magnam voluptatem atque nesciunt.,3,0,171.0
924.186.375-73,João Lucas das Neves,Baixista,1,53,Moreira,10095,Solteiro,2,477,1,28490.64,Veículo,47472.8,6,2.58,7.87,20,1520.72,True,Ferramentas,2022-08-15,2024-11-07,2023-07-03,2024-12-07,20,93976.74,44.01,Renegociado,Presencial,Quia consequuntur in doloremque voluptatum quasi explicabo.,2,0,238.5
025.831.467-26,Esther Fogaça,Bailarina,1,24,Duarte,8272,Solteiro,1,777,0,44648.05,Pessoal,20507.46,12,1.17,27.58,40,2931.45,True,Eletrodomésticos,2022-10-18,2024-11-08,2022-11-04,2024-12-31,12,66440.46,35.78,Em dia,Telefone,Quidem aut repellat incidunt porro atque.,1,1,777.0
298.160.453-89,Emanuella Lima,Educador integrado à saúde pública,0,59,da Mota de Nunes,3558,Divorciado,1,720,0,15709.19,Parcelamento em Loja,47197.01,24,2.54,15.57,40,5136.74,False,Móveis,2023-04-17,2024-11-18,2021-01-26,2024-11-27,8,69599.43,24.24,Renegociado,Online,Laboriosam sit commodi minus repellat dolor unde inventore minima optio facere assumenda.,2,1,720.0
745.168.029-02,Nicole Duarte,Professor,1,61,Moraes,12341,Divorciado,4,346,1,47689.8,Imobiliário,22024.78,12,2.88,6.16,30,3152.01,True,Eletrônicos,2024-10-01,2024-11-30,2022-07-29,2024-12-01,9,95052.94,48.27,Renegociado,Telefone,Soluta quos cum unde cupiditate culpa incidunt ipsa maiores porro accusamus.,2,0,173.0
529.341.806-89,Kaique Azevedo,Ortopedista,0,25,Rocha,1975,Viúvo,0,507,0,28800.91,Parcelamento em Loja,13652.09,12,1.49,13.06,30,3771.08,False,Ferramentas,2024-04-29,2024-12-01,2021-09-23,2024-11-08,18,5872.83,29.67,Atrasado,Online,Ipsum id veniam voluptatibus eveniet deleniti totam nobis.,3,0,507.0
672.381.054-62,Antônio da Costa,Profissional de manutenção industrial,1,18,Silveira,4592,Casado,2,806,0,27067.57,Veículo,12699.7,48,0.76,32.54,40,9366.5,False,Móveis,2023-12-11,2024-11-25,2021-11-13,2024-11-13,11,36116.8,17.13,Em dia,Online,Voluptas a eos nesciunt repellat natus autem eum numquam laboriosam corrupti eum.,1,1,806.0
479.681.350-01,Dr. Isaac da Cunha,Senador,1,42,Martins,9749,Viúvo,1,550,1,19306.31,Veículo,18256.99,12,0.9,32.05,30,9971.41,True,Eletrônicos,2022-10-26,2024-11-05,2022-08-04,2024-12-10,19,92703.74,13.97,Atrasado,Online,Saepe fugit ad saepe totam fuga quia ad adipisci asperiores quae vel commodi.,3,0,275.0
702.548.961-11,Larissa Duarte,Policial militar,0,36,Viana do Oeste,14774,Divorciado,4,498,0,34997.64,Pessoal,26024.16,24,1.17,7.94,10,2268.96,True,Ferramentas,2023-09-26,2024-11-29,2023-05-29,2024-11-25,19,45076.48,42.82,Renegociado,Presencial,Autem veniam harum laboriosam nesciunt nemo veritatis consequuntur vero sint sint.,2,0,498.0
937.206.548-00,Julia da Mota,Lutador de karatê,0,54,Martins Grande,17347,Viúvo,2,632,0,33786.27,Pessoal,32675.61,48,0.67,27.85,10,3001.5,False,Móveis,2024-10-28,2024-11-19,2024-06-26,2024-12-13,16,46772.47,16.96,Renegociado,Telefone,Reiciendis modi ipsam officia sapiente est incidunt animi officiis quo.,2,0,632.0
983.621.074-13,Melissa Novaes,Pianista,1,55,da Paz de Gonçalves,4723,Casado,0,797,0,15187.95,Imobiliário,48602.57,48,0.92,26.3,30,4190.16,False,Móveis,2022-05-04,2024-12-04,2023-06-17,2024-12-04,7,8869.84,17.59,Renegociado,Presencial,Quaerat delectus earum provident debitis veniam.,2,1,797.0
186.932.047-69,Murilo Pereira,Cartógrafo,1,52,Nunes das Pedras,19141,Solteiro,4,592,0,32700.93,Imobiliário,19254.15,24,2.16,30.35,0,9756.66,True,Eletrodomésticos,2022-04-11,2024-11-07,2023-03-22,2024-11-13,16,26695.97,27.24,Atrasado,Online,Saepe laudantium odit voluptatibus occaecati odit quo nihil accusantium aut soluta excepturi accusamus.,3,0,592.0
629.837.014-50,Pedro Miguel Nogueira,Penhorista,0,59,Cardoso do Amparo,18163,Solteiro,1,371,0,12621.17,Parcelamento em Loja,9356.05,6,1.49,32.51,10,2379.26,False,Ferramentas,2022-07-18,2024-11-29,2022-10-20,2024-12-06,10,15657.61,15.98,Atrasado,Presencial,Hic numquam laudantium cupiditate quidem ad optio nobis corrupti debitis dolorem deleniti.,3,0,371.0
547.680.123-53,Srta. Juliana Lopes,Ascensorista,1,21,Rodrigues,9627,Solteiro,0,571,0,45408.85,Parcelamento em Loja,31888.89,24,0.78,21.09,20,4954.38,True,Eletrodomésticos,2022-06-09,2024-12-03,2023-06-23,2024-12-03,13,29795.66,14.38,Atrasado,Presencial,Distinctio blanditiis natus fugit suscipit accusamus veritatis odit accusantium consequatur ea cupiditate harum.,3,0,571.0
674.153.802-07,Bruna Pinto,Recreador,1,50,Martins,18924,Solteiro,2,411,1,3484.46,Veículo,11263.6,24,2.04,26.7,30,8728.28,True,Móveis,2022-05-29,2024-11-15,2022-05-10,2024-12-19,10,57952.05,21.25,Renegociado,Online,Consequuntur praesentium nemo facilis iusto recusandae odio voluptatibus possimus eveniet sunt.,2,0,205.5
234.879.051-32,Caio Costela,Musicoterapeuta,1,58,Nogueira de Lima,11896,Casado,3,666,1,7650.71,Imobiliário,49587.83,36,0.62,25.91,40,5295.14,True,Eletrodomésticos,2024-06-02,2024-11-30,2024-03-10,2024-11-15,17,75138.82,29.22,Atrasado,Online,Rem quis esse veniam vero facilis illum.,3,0,333.0
106.523.974-25,Ana Vitória Novaes,Técnico em desporto,1,66,Gomes de Caldeira,7907,Solteiro,4,612,1,32061.21,Imobiliário,668.85,48,1.09,6.7,20,1006.77,False,Eletrodomésticos,2024-03-28,2024-12-01,2020-12-01,2024-12-06,15,96331.72,24.15,Atrasado,Presencial,Ducimus quam molestiae laudantium dignissimos officia ducimus fuga ducimus quam eligendi omnis.,3,0,306.0
923.178.506-03,Emanuella Vieira,Pedicure,1,27,da Mota,15648,Viúvo,3,599,1,2881.88,Parcelamento em Loja,23314.91,36,2.69,7.47,40,5644.62,True,Eletrônicos,2021-12-11,2024-11-18,2024-02-17,2024-12-06,16,12576.44,40.81,Renegociado,Presencial,Voluptate optio in unde maiores pariatur sit magni ratione natus sequi optio unde.,2,0,299.5
947.853.102-60,Igor da Rocha,Patologista oral,0,55,Lima,4321,Solteiro,4,538,0,20249.63,Pessoal,21821.97,6,0.99,30.1,30,5785.02,False,Eletrônicos,2023-09-16,2024-11-10,2023-07-02,2024-11-24,10,59288.5,32.77,Renegociado,Telefone,Velit occaecati sequi rerum dolor voluptatem rerum maxime dolores adipisci optio itaque facilis.,2,1,538.0
248.563.091-70,Bryan Araújo,Mecânico de vôo,1,24,Lopes,3292,Divorciado,4,374,0,40322.73,Pessoal,5802.37,6,0.82,16.23,40,6247.99,False,Móveis,2023-12-15,2024-11-16,2024-02-27,2024-11-15,10,31803.17,26.52,Renegociado,Telefone,A magni non doloribus quo officiis quo nostrum dolor repudiandae dolorum doloribus.,2,0,374.0
627.591.034-80,Alana da Costa,Frentista,1,64,Teixeira,14280,Casado,2,534,0,11101.03,Pessoal,22684.49,48,1.13,13.2,0,7857.87,True,Móveis,2023-05-28,2024-11-23,2023-07-21,2024-11-26,8,14238.94,12.7,Atrasado,Telefone,Voluptatum porro sint adipisci ad quam esse reiciendis facere quam nisi.,3,0,534.0
